brand,model,year,generation,restyling,price,engine_volume,fuel_t,power_hp,transmission,drive,body-type,mileage,owners,steering,equipment
Mitsubishi,Eclipse Cross,2018,1,False,2018,1.5,бензин,150,вариатор,4WD,внедорожник,126000,1,правый,1.5 Black Edition 4WD
BMW,X5,2019,4,False,52019,3.0,дизель,249,АКПП,4WD,внедорожник,61850,3,левый,xDrive 30d AT M Sport Pro; 3 литра
Nissan,Teana,2013,2,True,2013,2.5,бензин,167,вариатор,4WD,седан,191000,3,левый,N/A
Kia,Sorento,2019,3,True,2019,2.0,дизель,186,АКПП,4WD,джип/suv 5 дв.,97000,N/A,левый,N/A
Hyundai,Grace,1996,1,False,1996,2.5,дизель,90,механика,задний,минивэн,660000,4,левый,N/A
Renault,Logan,2007,1,False,2007,1.6,бензин,87,механика,передний,седан,134955,1,левый,1.6 MT Prestige
Nissan,Terrano,2018,3,False,2018,2.0,бензин,143,АКПП,4WD,джип/suv 5 дв.,181274,2,левый,2.0 AT 4WD Elegance
Nissan,Teana,2008,2,False,2008,2.5,бензин,182,вариатор,передний,седан,268870,4,левый,2.5 CVT Luxury +; левый руль
Lexus,RX300,2004,2,False,3002004,3.0,бензин,204,АКПП,4WD,внедорожник,314079,4,левый,N/A
Mazda,Demio,2001,1,True,2001,1.3,бензин,83,АКПП,передний,"свечи, моторное масло, трансмиссионное масло, гидравлическое масло, датчик давления масла, прокладки маслянного поддона, ремень грм, опоры двигателя передняя и задняя, сальник коленвала, сальник распределительного вала, фильтр маслянный, пыльники передние, шаровая правая передняя, колодки тормозные передние, стойки передние, левый передний кулак контрактный, передние ступицы с подшипниками, сайлентблоки передних рычагов подвески, новая летняя резина. Торг.",488835,4,правый,N/A
Nissan,Tiida Latio,2009,1,True,2009,1.5,бензин,109,АКПП,передний,седан,155000,2,правый,1.5 15S
Toyota,Prius,2015,3,True,2015,1.8,бензин,99,вариатор,передний,лифтбек,215000,2,правый,1.8 S Touring Selection G's
Лада,Приора,2017,1,True,2017,1.6,бензин,87,механика,передний,седан,160000,3,левый,1.6 MT Стандарт 21702-40-050
Kia,Cerato,2009,2,False,2009,1.6,бензин,126,механика,передний,седан,182931,4,левый,N/A
Лада,Калина,2011,1,False,2011,1.6,бензин,98,механика,передний,универсал,172000,3,N/A,люкс. Кондиционер работает. Мотор работает отлично; масло не ест. Торг на бензин.
Volkswagen,Passat,2007,6,False,2007,1.9,дизель,105,механика,передний,универсал,259000,N/A,левый,1.9 TDI MT Trendline
Haval,F7x,2022,1,False,7,2.0,бензин,190,робот,4WD,внедорожник,16000,N/A,левый,2.0 4WD SAT Tech Plus
Honda,Freed,2018,2,False,2018,1.5,бензин,131,вариатор,4WD,минивэн,94000,N/A,правый,1.5 G Honda Sensing 4WD; 4 вд; бензиновый
Renault,Duster,2013,1,False,2013,2.0,бензин,135,механика,4WD,"- Кондиционер - Бортовой компьютер - Гидро усилитель руля - Подушки безопасности - Кожаный руль - Управление музыкой на руле - Штатная мультимедиа - Обогрев сидений, зеркал - Электро стеклоподьемники - Центральный замок - Полный привод - Два комплекта ключей ______________________________________________________ При покупке данного авто Вы получаете: -Скидку при обмене на ваш автомобиль (trаdе-in); -Гарантии юридической чистоты автомобиля и сделки; В нашем автосалоне Вы можете воспользоваться финансовыми сервисами: -Обмен вашего автомобиля. Ваш автомобиль может быть зачтен в качестве первоначального взноса по кредиту; -Кредит как с первым так и БЕЗ ПЕРВОГО ВЗНОСА по двум документам на выгодных условиях , без страхования КАСКО ДЛЯ АВТОМОБИЛЕЙ С ПРОБЕГОМ ! Более 10 банков партнеров ! Можем продать автомобиль людям с пропиской ДНР, ЛНР и всех новых территорий - в КРЕДИТ и за НАЛИЧНЫЕ !!! Оформить под ключ и зарегистрировать в ГИБДД. А также Вы можете оплатить автомобиль наличными или по безналичному расчету. Остальную информацию по автомобилю Вы можете уточнить в отделе продаж по телефону с 9:00 до 19:00 ежедневно ! Ждем Вас по адресу г. Новочеркасск , Ростовское шоссе 0 (Напротив бывшего поста ДПС при въезде в г. Новочеркасск) ✅️В наличии более 100 авто, приезжайте подберем вам авто по бюджету!",187800,1,левый,2.0 MT 4x4 Privilege
Mazda,CX 5,2011,1,False,52011,2.0,бензин,150,АКПП,4WD,внедорожник,191000,3,левый,2.0 AT Supreme
Nissan,Note,2014,2,False,2014,1.2,бензин,98,вариатор,передний,хэтчбек,82000,1,правый,1.2 X DIG-S Rider
Infiniti,FX35,2004,1,False,352004,3.5,бензин,280,АКПП,4WD,внедорожник,218000,3,левый,3.5 AT AWD
Ford,Focus,2006,2,False,2006,1.6,бензин,100,АКПП,передний,седан,253780,2,левый,Ford Focus II 1.6 AT (100 л.с.)
Toyota,Corolla Fielder,2013,3,False,2013,1.5,бензин,103,вариатор,4WD,универсал,215460,2,правый,Toyota Corolla XI (E160; E170; E180) Fielder 1.5 CVT (103 л.с.) 4WD
Audi,Q8,2019,1,False,82019,3.0,бензин,340,АКПП,4WD,внедорожник,89779,1,левый,3.0 55 TFSI quattro tiptronic Sport; 4 вд; гибрид; б/у
Toyota,RAV4,2020,5,False,42020,2.0,бензин,171,вариатор,4WD,джип/suv 5 дв.,58000,1,левый,2.0 CVT Premium
Toyota,Avensis,2009,3,False,2009,1.8,бензин,147,вариатор,передний,седан,281291,4,левый,1.8 CVT Комфорт
Kia,Soul,2019,3,False,2019,2.0,бензин,150,АКПП,передний,хэтчбек 5 дв.,35000,2,левый,2.0 AT Premium+
BMW,5 Series,2005,5,False,5,3.0,бензин,231,АКПП,задний,седан,245000,4,левый,N/A
Toyota,Corolla,2017,11,True,2017,1.6,бензин,122,вариатор,передний,седан,44672,3,левый,1.6 CVT Комфорт
Лада,2110,1999,1,False,21101999,1.5,бензин,73,механика,передний,седан,362000,4,левый,1.5 MT 2110; цена 200000рублей; бензин; 1.5 литра
Hyundai,Santa Fe Classic,2008,1,False,2008,2.7,бензин,173,АКПП,4WD,внедорожник,319176,1,левый,Hyundai Santa Fe Classic Classic 2.7 AT (173 л.с.) 4WD
Toyota,Roomy,2018,1,False,2018,1.0,бензин,69,вариатор,4WD,хэтчбек,156000,2,правый,N/A
Buick,Encore GX,2020,1,False,2020,1.3,бензин,165,АКПП,4WD,внедорожник,48000,N/A,левый,1.3 CVT AWD 20T Flagship
Chery,Tiggo 4,2025,1,True,42025,1.5,бензин,113,вариатор,передний,внедорожник,2000,N/A,левый,«CVT Line; 1.5 CVT Line; цена 2.1 млн.рублей; АКПП; бензин
Honda,XR V,2021,1,True,2021,1.5,бензин,131,вариатор,передний,внедорожник,44500,N/A,левый,1.5 CVT Classic; в пути; белый; бензин
Honda,Accord,2006,7,True,2006,2.4,бензин,190,АКПП,передний,седан,318000,3,левый,2.4 AT Type S
Skoda,Octavia,2013,2,True,2013,1.8,бензин,152,АКПП,передний,лифтбек,117718,1,левый,1.8 TSI AT Elegance
Mercedes,Benz G Class,2002,N/A,False,2002,5.4,бензин,354,автомат,4WD,джип/suv 5 дв.,234952,N/A,левый,N/A
Москвич,3,2023,1,False,32023,1.5,бензин,136,вариатор,передний,внедорожник,16311,N/A,левый,Комфорт
Voyah,Free,2025,1,True,2025,1.5,бензин,150,АКПП,4WD,джип/suv 5 дв.,100000,N/A,левый,1.5 EVR Sport Edition
Chery,Tiggo 4,2025,1,True,42025,1.5,бензин,113,вариатор,передний,внедорожник,2000,N/A,левый,«CVT Line; АКПП; комплектация 1.5 CVT Line; белый; 1.5 литра
Ford,Mondeo,2016,5,False,2016,2.5,бензин,149,АКПП,передний,седан,223680,N/A,левый,Ambiente
Hyundai,Elantra,2014,5,True,2014,1.6,бензин,132,АКПП,передний,седан,228913,N/A,левый,1.6 AT Active
Toyota,Fortuner,2018,2,False,2018,2.8,дизель,177,АКПП,4WD,внедорожник,174605,N/A,левый,Престиж
Geely,Okavango,2024,1,True,2024,2.0,бензин,200,робот,передний,внедорожник,1000,N/A,левый,2.0T AMT Flagship
Mitsubishi,Outlander,2014,3,False,2014,2.4,бензин,167,вариатор,4WD,внедорожник,134306,N/A,левый,2.4 CVT 4WD Intense
OMODA,C5,2024,1,True,52024,1.6,бензин,150,робот,4WD,внедорожник,200000,N/A,левый,1.6T DCT AWD Drive
Venucia,D60 Plus,2023,1,False,60,1.6,бензин,121,вариатор,передний,седан,21,N/A,левый,1.6L XL CVT Joyful
Opel,Astra,2011,N/A,False,2011,1.6,бензин,115,механика,передний,универсал,124773,N/A,левый,Cosmo
Voyah,Free,2025,1,True,2025,1.5,бензин,150,АКПП,4WD,джип/suv 5 дв.,100000,N/A,левый,1.5 EVR Sport Edition
Voyah,Free,2025,1,True,2025,1.5,бензин,150,АКПП,4WD,джип/suv 5 дв.,100000,N/A,левый,1.5 EVR Sport Edition
Chery,Tiggo 4,2025,1,True,42025,1.5,бензин,113,вариатор,передний,внедорожник,2000,N/A,левый,«CVT Line; 1.5 литра; бензин; автомат
УАЗ,Пикап,2025,1,True,2025,2.7,бензин,150,механика,4WD,N/A,90,N/A,левый,2.7 MT Base ИКАР Евро-5
Chevrolet,Equinox,2021,3,False,2021,1.5,бензин,170,АКПП,4WD,внедорожник,45000,1,левый,N/A
Honda,Stepwgn,2015,5,False,2015,1.5,бензин,150,вариатор,передний,"📍 ОКЛЕЙКА АВТОМОБИЛЯ ПОЛИУРЕТАНОВОЙ ПЛЁНКОЙ 📍 УСТАНОВКА ПОДОГРЕВОВ РУЛЯ/СИДЕНИЙ (если не имеется в комплектации) 📍 УСТАНОВКА АКУСТИЧЕСКОЙ СИСТЕМЫ 📍 КОВРИКИ В АВТОМОБИЛЬ (выбор огромный) 📍 РУСИФИКАЦИЯ АВТО 📍 ТЮНИНГ АВТОМОБИЛЯ 🎉На нашему счету тысячи успешных сделок и довольных клиентов практически во всех городах РФ! ‼️Преимущества приобретения у нас: •выгода до 500 тыс от рынка! •честная оценка состояния авто перед покупкой! •таможенное оформление приобретенного автомобиля! •ВЫ - первый собственник авто в РФ •Возможность ЛИЗИНГА КРЕДИТА и РАССРОЧКИ! •Работаем по программе «ТРЕЙД-ИН» - сдай старый авто, получи новый! •доставляем авто в любой город РФ прямо в Ваши руки! •поставляем ЛЮБЫЕ автомобили, в том числе санкционные! 5 филиалов в РФ: 📍г. Тюмень, ул. 50 лет октября 10, 2 этаж, офис 24 📍г. Владивосток - Красного знамени 82в 📍г. Иркутск - Розы Люксембург, 181/1 б 📍г. Омск. - проспект Комарова, 6 к.1, офис 301 (ТРЦ Маяк Молл) 📍г. Омск - ул. Ленина 20 офис 10 📍г. Новосибирск, ул. Ленина 1 / Красный проспект 25 🛑ДАННЫЙ АВТОМОБИЛЬ ДОСТУПЕН ПО ПРОГРАММЕ TRADE-IN | В КРЕДИТ | В ЛИЗИНГ 🚘 АВТО БЕЗ ПРОБЕГА ПО РФ ⚖️ ГАРАНТИЯ ЮРИДИЧЕСКОЙ ЧИСТОТЫ 📋 ЕЩЕ БОЛЬШЕ АВТОМОБИЛЕЙ В ПУТИ ПО ССЫЛКЕ: https://auto.drom.ru/autovruki/ 🔰 ЗАКАЗЫВАЙТЕ ЛЮБОЙ АВТОМОБИЛЬ ИНДИВИДУАЛЬНО ПО ВАШИМ КРИТЕРИЯМ ❇️Мы в Социальных сетях: * ТG канал: https://t.me/autovruki * VKontakte: https://vk.com/autovrukivl * YouTube: www.youtube.com/@AutovRuki 💥ВСЕГДА В НАЛИЧИИ МНОГО АВТО ПО АДЕКВАТНЫМ ЦЕНАМ СМОТРИТЕ КАРТОЧКУ ПРОДАВЦА 🚛 ОСУЩЕСТВЛЯЕМ ОТПРАВКУ В РЕГИОНЫ РФ 📋 ПОДГОТОВКА ДОКУМЕНТОВ ДЛЯ ОФОРМЛЕНИЯ АВТО 🚔 ПОМОЩЬ В ОФОРМЛЕНИИ И РЕГИСТРАЦИИ АВТО В ГИБДД 📌ОРИЕНТИРОВОЧНЫЕ СРОКИ ДОСТАВКИ 3-4 НЕДЕЛИ ‼️ДИСКЛЕЙМЕР: цена автомобиля может отличаться от указанной в связи с изменением курса Евро исходя из актуальной ставки ЦБ РФ! 🔔ОТЗЫВЫ О НАШЕЙ РАБОТЕ: ✔️Яндекс: https://yandex.ru/maps/org/avto_v_ruki/112025252721/?ll=131.912875%2C43.125676&z=16.96 ✔️2ГИС: https://2gis.ru/vladivostok/firm/70000001085059309",120957,N/A,правый,1.5 Spada Advanced Package Alpha 7 seater
