brand,model,year,generation,price,price_num,engine,power_l_s,transmission,drive,body_type,mileage,owners_count,steering,equipment
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,правый,N/A
Nissan,Note,2018,"2 поколение, рестайлинг",N/A,N/A,"бензин, 1.2 л, гибрид",79,АКПП,передний,N/A,"66 000 км , без пробега по РФ",N/A,правый,1.2 e-POWER S
SsangYong,Kyron,2008,"1 поколение, рестайлинг",N/A,N/A,"дизель, 2.0 л",141,АКПП,4WD,N/A,250 000 км,3,левый,2.0 Xdi AT 4WD Comfort
Mercedes,Benz E Class,1995,"1 поколение, рестайлинг",N/A,N/A,"дизель, 2.5 л",113,механика,задний,универсал,197 200 км,4,левый,Кожаный салон с подогревами +лифтом
Toyota,Corolla,2004,"9 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",109,АКПП,передний,седан,335 442 км,4,правый,N/A
Toyota,Probox,2016,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.3 л",95,вариатор,передний,N/A,"102 000 км , без пробега по РФ",N/A,правый,N/A
Лада,Веста,2016,1 поколение,N/A,N/A,"бензин, 1.6 л",106,механика,передний,седан,133 824 км,2,левый,1.6 MT Classic
Suzuki,Jimny,2008,"3 поколение, рестайлинг",N/A,N/A,"бензин, 1.3 л",85,АКПП,4WD,джип/suv 3 дв.,212 000 км,3,левый,1.3 AT JLX (Mode 3)
УАЗ,Буханка,2012,N/A,N/A,N/A,N/A,410,N/A,N/A,N/A,119 000 км,2,левый,N/A
Toyota,Chaser,1996,6 поколение,N/A,N/A,"бензин, 2.5 л",280,АКПП,задний,седан,295 км,4,правый,2.5 Tourer V
Toyota,Corolla Fielder,2011,"2 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",110,вариатор,передний,N/A,105 000 км,1,правый,1.5 X G edition
Toyota,Carina,1999,"7 поколение, рестайлинг",N/A,N/A,"бензин, 1.8 л",115,АКПП,передний,седан,318 км,4,правый,N/A
Honda,Civic,1998,6 поколение,N/A,N/A,1.6 л,115,АКПП,передний,седан,250 000 км,4,правый,1.6 GX (Natural Gas Vehicle)
Chevrolet,Lanos,2008,1 поколение,N/A,N/A,"бензин, 1.5 л, ГБО",86,механика,передний,N/A,250 000 км,2,N/A,1.5 MT SX
Chevrolet,Equinox,2020,3 поколение,N/A,N/A,"бензин, 1.5 л",170,АКПП,передний,N/A,57 100 км,1,левый,N/A
Audi,A6,2018,"4 поколение, рестайлинг",N/A,N/A,"бензин, 3.0 л",340,робот,4WD,седан,30 990 км,N/A,левый,3.0 TFSI quattro S troniс competition; седан; цена 5.5 млн.рублей; 4wd; с пробегом 30тыс.км
Nissan,X Trail,2005,"1 поколение, рестайлинг",N/A,N/A,"бензин, 2.5 л",165,АКПП,4WD,N/A,355 753 км,3,левый,2.5 AT 4WD Elegance; черный; бензин
Ford,Focus,2008,"2 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",100,механика,передний,седан,315 000 км,4,левый,1.6 MT Comfort
Honda,Stepwgn,2016,5 поколение,N/A,N/A,"бензин, 1.5 л",150,вариатор,передний,N/A,115 000 км,1,правый,7мест; передний привод; пробег 115тыс.км; б/у; 1.5 Spada Cool Spirit; акпп; 1.5л.
BMW,7 Series,1983,1 поколение,N/A,N/A,"бензин, 3.2 л",197,АКПП,задний,N/A,111 736 км,2,левый,732i AT; не на ходу или битый; синий
Toyota,Corolla,2008,10 поколение,N/A,N/A,"бензин, 1.4 л",97,механика,передний,седан,201 500 км,3,левый,1.4 MT Комфорт
BMW,X1,2025,3 поколение,N/A,N/A,"бензин, 2.0 л",204,робот,4WD,N/A,5 000 км,1,левый,xDrive 25Li SAT M Sport
Hyundai,i40,2014,1 поколение,N/A,N/A,"бензин, 2.0 л",150,механика,передний,седан,177 007 км,3,левый,2.0 MT Lifestyle; 2л.; коробка механическая MT
Nissan,Bluebird,2000,"10 поколение, рестайлинг",N/A,N/A,"бензин, 1.8 л",125,АКПП,передний,седан,355 000 км,4,правый,1.8 SSS
SsangYong,Actyon,2012,2 поколение,N/A,N/A,"дизель, 2.0 л",149,АКПП,передний,N/A,145 000 км,N/A,левый,N/A
Volkswagen,Polo,2022,"6 поколение, рестайлинг",N/A,N/A,"бензин, 1.0 л",95,робот,передний,хэтчбек 5 дв.,"16 000 км , без пробега по РФ",N/A,правый,1.0 TSI Style
Kia,Optima,2016,4 поколение,N/A,N/A,"бензин, 2.4 л",188,АКПП,передний,седан,120 000 км,1,левый,N/A
Hyundai,Sonata,2010,6 поколение,N/A,N/A,"бензин, 2.0 л",150,АКПП,передний,"навигация, камера заднего вида hd, usb, итд.Автомобиль абсолютно без вложений сел и поехал хоть на край света. Машина моя почти два года. На учете на мне. В ПТС я. Повторюсь записи в ПТС из-за смены гос номеров.документы юридически чистые. Не в залоге не в аресте И так далее что в данное время очень важно. Могу присутствовать в гаи. Продажа в связи с квартирным вопросом. Либо за наличку либо на авто дешевле. Ну или на то что быстро продастся. Торг конечно уместен и поторгуемся хорошо. Кто первый приедет смотреть тот сто процентов ее купит. Всем добра. Звоните спрашивайте.",170 000 км,4,левый,2.0 AT Prestige+Navi
Infiniti,Q45,2001,3 поколение,N/A,N/A,"бензин, 4.5 л",340,АКПП,задний,N/A,200 000 км,4,левый,4.5 AT Luxury
Лада,Приора,2018,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",106,механика,передний,седан,N/A,N/A,левый,N/A
Toyota,Sprinter,1989,6 поколение,N/A,N/A,"бензин, 1.5 л",94,механика,передний,седан,156 000 км,3,правый,1500 SE Saloon EFI
Honda,Fit Shuttle,2012,1 поколение,N/A,N/A,"бензин, 1.3 л, гибрид",88,вариатор,передний,N/A,340 000 км,1,правый,1.3 Smart selection
Chery,M11,2013,1 поколение,N/A,N/A,"бензин, 1.6 л",126,вариатор,передний,седан,100 000 км,2,левый,1.6 CVT MS13LX
Toyota,Land Cruiser Prado,2010,4 поколение,N/A,N/A,"дизель, 3.0 л",173,АКПП,4WD,джип/suv 5 дв.,350 000 км,3,левый,ЛЮКС&#x2757; возможен обмен; 2590000 рублей; дизель; автомат; 3.0 TD AT Elegance; полный привод
Lexus,RX300,2000,"1 поколение, рестайлинг",N/A,N/A,"бензин, 3.0 л",220,автомат,4WD,N/A,18 000 км,4,левый,N/A
Lexus,LX450d,2020,"3 поколение, 2 рестайлинг",N/A,N/A,"дизель, 4.5 л",272,АКПП,4WD,N/A,148 000 км,3,левый,4.5D AT Black Vision
Kia,Sorento,2018,"3 поколение, рестайлинг",N/A,N/A,"дизель, 2.2 л",200,АКПП,4WD,джип/suv 5 дв.,140 000 км,2,левый,Prime 2.2 CRDi AT Premium
Hyundai,Accent,2007,3 поколение,N/A,N/A,"бензин, 1.6 л",110,механика,передний,седан,293 000 км,2,левый,1.6 MT GLS
Kia,Sportage,2021,"4 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",150,АКПП,4WD,джип/suv 5 дв.,62 000 км,2,левый,2.0 AT 4WD Prestige
Honda,Insight,2009,2 поколение,N/A,N/A,"бензин, 1.3 л, гибрид",88,вариатор,передний,лифтбек,119 000 км,1,правый,1.3 L; гибрид; лифтбек; цена 895тыс.р.; Алтай; автомат; б/у
Honda,Partner,2001,1 поколение,N/A,N/A,"бензин, 1.6 л",105,АКПП,4WD,N/A,324 234 км,4,правый,1.6 EL 4WD
Chevrolet,Niva,2008,1 поколение,N/A,N/A,"бензин, 1.7 л",80,механика,4WD,N/A,225 000 км,2,левый,1.7 MT GLS
Renault,Kaptur,2017,1 поколение,N/A,N/A,"бензин, 2.0 л",143,АКПП,4WD,N/A,109 225 км,2,левый,N/A
Nissan,AD,2001,3 поколение,N/A,N/A,"бензин, 1.3 л",87,АКПП,передний,N/A,250 000 км,4,правый,1.3 DX
Volkswagen,Transporter,2000,4 поколение,N/A,N/A,"дизель, 2.5 л",88,механика,передний,N/A,542 124 км,4,левый,N/A
BYD,Tang L,2025,1 поколение,N/A,N/A,"бензин, 1.5 л, гибрид",156,вариатор,4WD,N/A,"2 000 км , без пробега по РФ",N/A,левый,DM 1.5 4WD 200km LiDAR Flagship
Kia,Ceed,2012,2 поколение,N/A,N/A,"бензин, 1.4 л",100,механика,передний,хэтчбек 5 дв.,126 643 км,2,левый,1.4 MT Classic
УАЗ,3151,2000,1 поколение,N/A,N/A,"бензин, 2.5 л",76,механика,4WD,N/A,117 000 км,2,левый,N/A
Mercedes,Benz S Class,2015,6 поколение,N/A,N/A,"бензин, 4.7 л",455,АКПП,4WD,седан,237 000 км,2,левый,S 500 AT 4MATIC
Renault,Symbol,2002,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.4 л",75,механика,передний,N/A,312 000 км,3,левый,N/A
Mitsubishi,Outlander,2019,"3 поколение, 3 рестайлинг",N/A,N/A,"бензин, 2.4 л",167,вариатор,передний,N/A,168 000 км,1,левый,2.4 CVT 2WD ES; бензин
Лада,Приора,2012,1 поколение,N/A,N/A,"бензин, 1.6 л",98,механика,передний,седан,312 757 км,1,левый,1.6 MT Люкс 21703-23-041
Hyundai,Santa Fe,2008,2 поколение,N/A,N/A,"дизель, 2.2 л",153,АКПП,передний,N/A,240 000 км,3,левый,2.2D VGT AT Base
Toyota,Prius Alpha,2013,N/A,N/A,N/A,"бензин, 1.8 л, гибрид",N/A,автомат,передний,N/A,N/A,N/A,левый,N/A
Лада,2107,2011,1 поколение,N/A,N/A,"бензин, 1.6 л",72,механика,задний,N/A,125 000 км,2,N/A,1.6 MT 21074-40-015 Стандарт
Renault,Sandero Stepway,2019,"2 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",82,механика,передний,N/A,105 000 км,1,левый,1.6 MT Life
Лада,2107,2004,1 поколение,N/A,N/A,"бензин, 1.6 л",76,механика,задний,N/A,15 000 км,1,N/A,1.6 MT 21074; с документами; бензиновый двигатель
Toyota,Mark II,2002,9 поколение,N/A,N/A,"бензин, 2.5 л",200,АКПП,задний,седан,250 000 км,4,правый,2.5 Grande
Лада,4x4 Урбан,2020,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.7 л",83,механика,4WD,джип/suv 3 дв.,74 363 км,1,левый,1.7 MT Luxe 3 дв.
Geely,Tugella,2024,"1 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",238,АКПП,4WD,"* антиблокировочная система тормозов (ABS); * антипробуксовочная система (ASR / TCS / TRC); * система курсовой стабилизации (ESP / ESC / DSC / VSA); * подушки безопасности (водителя, пассажира, боковые и шторки); * система предотвращения столкновения; * датчик усталости водителя; * система помощи при торможении и при старте в гору. Также в автомобиле есть парктроники (передний и задний), камера 360 градусов, система ЭРА-ГЛОНАСС. Для удобства предусмотрены: * система доступа без ключа; * запуск двигателя с кнопки; * открытие багажника без помощи рук; * электропривод крышки багажника. Среди других полезных опций — Bluetooth, USB, беспроводная зарядка для смартфона, розетка 12V, двухзонный климат-контроль, обогрев лобового стекла, форсунок стеклоомывателей, зеркал, электрорегулировка и электроскладывание зеркал. В автомобиле предусмотрены крепления для детского кресла на заднем ряду и блокировка замков задних дверей. ЗВОНИ ПРЯМО СЕЙЧАС, ПОКА АВТО В НАЛИЧИИ! ⛔ ЦЕНА В ОБЪЯВЛЕНИИ ФИКСИРОВАННАЯ ЗА НАЛИЧНЫЙ РАСЧЁТ! ⚡ЕСТЬ СКИДКИ ПРИ ПОКУПКЕ В КРЕДИТ И ТРЕЙД-ИН! 🔥 Нас выбирают: ✅ Продано более 6 200 автомобилей за последний год — почти 17 машин ежедневно ✅ Наш реальный рейтинг на — заслуженные 4, 8 балла ✅ Почему выбирают покупку автомобилей с пробегом в АРКОНТСЕЛЕКТ: 🚗 Гарантированные скидки при ОБМЕНЕ вашего авто на наш! 🚘 Возможность поставить ваше авто на КОМИССИЮ, продадим без лишних хлопот для вас! 💸 Цена в объявлении актуальна за наличный расчет, все прозрачно! ☑️ Гарантия юридической чистоты всех наших автомобилей. ⚙️ Каждый автомобиль проходит полную комплексную диагностику и подготовку перед продажей. 🏦 Низкие ставки по кредиту. Возможно оформление без первоначального взноса. 📸 Сделаем для вас видеопрезентацию. 👍 Поможем купить любой автомобиль на рынке! 🚨 СРОЧНЫЙ ВЫКУП вашего автомобиля в день обращения 🚨 Автомобиль находится в автосалоне АРКОНТСЕЛЕКТ по адресу: г. Волгоград, ул. Землячки, 25. *Перед визитом в автосалон уточняйте наличие автомобилей в отделах продаж. Возможно, вы искали: Арконтселект, арконт селект, селект, автосалон, авто, автомобиль, автомобили, машина, тачка, автолюбитель, бу, бу авто, продажа авто, транспортное средство, без дтп, аutо, саr, автопутешествие, автомойка, автосервис, авто с пробегом, новый авто, купить авто, автомобиль с пробегом, эксклюзив, срочно, новая, новый, кредит, салон, для бизнеса, купить, продать, сдать, обменять, обмен, комиссия, комиссионка, комиссионная продажа, продать дорого, автоподбор, подборщик, trаdеin, трейдин, выкуп, 1 владелец, 1 хозяин, 1 хоз, родной окрас, заводской окрас, отличное состояние, срочный выкуп, обменять, поменять, авторынок, дилер, официальный, с пробегом, дизель, бензин, турбо, дсг, седан, кроссовер, внедорожник, минивэн, купе, коммерческий транспорт, бизнес, люкс, кондиционер, климат, акпп, мкпп, электричка, электрокар, электро, вариатор, робот, автомат, механика, сдать авто, продать авто, слив склада, сток, проверенный автосалон, купить хорошую машину, авангард,  бесплатная отчет, кредит без пв, кредит без первоначального взноса, авто в кредит, пбс, пробег сервис, пробегсервис, выдача, акварель, мармелад, колеса в подарок, осаго, каско, лучшие авто, безопасная покупка, на жукова, землячки, красноармейский, волжский, пе",40 409 км,1,левый,2.0 AT 4WD Flagship Sport
